,firm_name,firm_id,prefecture,firm_size,surveying_rank,surveying_exception,buildingConsulting_rank,buildingConsulting_exception,civilEngineeringConsulting_rank,civilEngineeringConsulting_exception,geologicalSurvey_rank,geologicalSurvey_exception,compensationConsultanting_rank,compensationConsultanting_exception,date
280,（有）はまゆう測量設計,5350002016780,宮崎県,中小企業,518,,,,1149,,,,376,,20200201
281,林測量技術コンサルタント（株）,5120901013505,大阪府,中小企業,515,,,,,,,,,,20200201
282,（株）原田設計,6300001000681,佐賀県,中小企業,1106,,646,,1352,,813,,273,,20200201
283,（株）ＰＡＬ構造,1310001001790,長崎県,大企業,904,,125,,524,,289,,,,20200201
284,（株）ハンシン,7120001024954,大阪府,中小企業,457,,,,1501,,,,,,20200201
285,阪神高速技研（株）,4120001046497,大阪府,大企業,495,,297,,117,,,,,,20200201
286,（株）阪神コンサルタンツ,7150001004169,奈良県,中小企業,404,,,,201,,46,,,,20200201
287,阪神測建（株）,7140001010333,兵庫県,中小企業,170,,,,481,,372,,216,,20200201
288,（株）阪和建設コンサルタント,1170001009337,和歌山県,中小企業,551,,,,932,,427,,398,,20200201
289,（株）ピーエス三菱,1010001008742,東京都,大企業,943,,,,841,,,,,,20200201
290,（株）ＰＣＥＲ,1040001041971,千葉県,中小企業,1032,,,,987,,,,,,20200201
291,ピーシー技研（株）,4030001006972,埼玉県,中小企業,930,,,,922,,561,,,,20200201
292,（株）ピーシーレールウェイコンサルタント,9060001003715,栃木県,大企業,448,,,,179,,326,,,,20200201
293,（株）東九州コンサルタント,4350001006981,宮崎県,中小企業,397,,,,490,,239,,487,,20200201
294,（株）東建設研究所,1012301000172,東京都,中小企業,912,,,,943,,,,,,20200201
295,（株）東日本エンジニアリング,2380001001890,福島県,中小企業,671,,,,,,,,18,,20200201
296,（株）東日本計画,9370001014284,宮城県,中小企業,1379,,,,,,,,,,20200201
297,東日本総合計画（株）,3013301008369,東京都,大企業,22,,484,,130,,,,267,,20200201
298,ひかりコンサルタント（株）,1250001010303,山口県,中小企業,827,,,,1627,,,,634,,20200201
299,（株）肥後測量設計,1310002019436,長崎県,中小企業,689,,908,,1467,,662,,627,,20200201
300,（株）久永コンサルタント,5340001003599,鹿児島県,中小企業,76,,568,,307,,527,,135,,20200201
301,久永情報マネジメント（株）,1340001001078,鹿児島県,中小企業,1192,,,,,,,,,,20200201
302,（有）久林測量設計事務所,9340002020136,鹿児島県,中小企業,1288,-01,,,1718,-01,,,,,20200201
303,（株）ビジュアル・システムズ,9180001057419,愛知県,中小企業,1394,-01,,,1848,-01,,,,,20200201
304,（株）日田プランニング,6330001003938,熊本県,中小企業,861,,,,1450,,,,,,20200201
305,ビッグ測量設計（株）,8010501011958,東京都,大企業,14,,,,,,,,,,20200201
306,（有）夷守測量設計事務所,3350002017987,宮崎県,中小企業,1005,,,,1683,,,,686,,20200201
307,日向測量設計（株）,5350001006089,宮崎県,中小企業,595,,,,550,,,,210,,20200201
308,（株）ヒライ・コンサルタント,3330001003965,熊本県,中小企業,838,,,,938,,,,390,,20200201
309,広建コンサルタンツ（株）,5240001031809,広島県,中小企業,97,,,,249,,168,,337,,20200201
310,（株）ヒロコン,2240001009931,広島県,中小企業,145,,847,,224,,77,,132,,20200201
311,（一財）広島県環境保健協会,2240005000969,広島県,公益法人,913,,781,,248,,593,,,,20200201
312,（株）ファインテクノ,7120001114383,大阪府,中小企業,1319,,,,867,,,,,,20200201
313,フェニックスコンサルタント（株）,8350001001467,宮崎県,中小企業,357,,,,460,,453,,525,,20200201
314,（株）フォーラムエイト,1013201007836,東京都,大企業,1320,,956,,985,,744,,,,20200201
315,（株）吹上技研コンサルタント,9130001008616,京都府,中小企業,114,,,,212,,288,,374,,20200201
316,福岡建設コンサルタント（株）,6290001016069,福岡県,中小企業,875,,,,949,,522,,,,20200201
317,福岡水道設計（株）,3290001026525,福岡県,中小企業,1347,,,,1734,,,,,,20200201
318,福岡測量（株）,9290001009961,福岡県,中小企業,1170,,,,,,,,,,20200201
319,（有）福島測量設計調査事務所,9350002009459,宮崎県,中小企業,809,,,,1541,,,,535,,20200201
320,福高総合技術コンサルタント（株）,5290001016227,福岡県,中小企業,1199,,,,1568,,,,220,,20200201
321,福田道路（株）,5110001004884,新潟県,大企業,433,,,,1204,,,,,,20200201
322,（株）福田量地,4070001002753,群馬県,中小企業,711,,,,,,,,288,,20200201
323,（株）福永技研,7340001003696,鹿児島県,中小企業,602,,,,619,,,,518,,20200201
324,（株）福山コンサルタント,5290001016276,福岡県,大企業,228,,,,45,,295,,,,20200201
325,（株）藤井基礎設計事務所,7280001000618,島根県,中小企業,364,,854,,461,,104,,385,,20200201
326,（株）フジ技研,1100001010268,長野県,中小企業,363,,,,320,,541,,165,,20200201
327,富士技研センター（株）,5011001020519,東京都,中小企業,972,,,,673,,,,,,20200201
328,（株）富士建,9300001003723,佐賀県,中小企業,966,,,,835,,279,,,,20200201
329,（株）フジ建設コンサルタント,4330001004062,熊本県,中小企業,980,,,,1215,,,,,,20200201
330,富士工業（株）,5350001001486,宮崎県,中小企業,1227,,,,,,335,,,,20200201
331,（株）冨士設計,2320001002399,大分県,中小企業,312,,868,,258,,623,,515,,20200201
332,（株）富士総合技術コンサルタント,3290001010181,福岡県,中小企業,864,,,,1073,,,,,,20200201
333,富士測地（株）,4030001076925,埼玉県,中小企業,467,,,,,,,,,,20200201
334,（株）フジタ地質,6260001005859,岡山県,中小企業,970,,,,1212,,150,,,,20200201
335,フジ地中情報（株）,9010401086851,東京都,大企業,156,,,,640,,383,,,,20200201
336,藤永地建（株）,2310001005948,長崎県,中小企業,617,,,,540,,76,,,,20200201
337,富士マイクロ（株）,2330001004080,熊本県,中小企業,1395,,,,,,,,,,20200201
338,フジミコンサルタント（株）,2010001028260,東京都,中小企業,960,,755,,684,,,,,,20200201
339,（株）フジヤマ,8080401004709,静岡県,大企業,10,,544,,79,,156,,51,,20200201
340,（株）扶桑エンジニアリング,8300001005621,佐賀県,中小企業,944,,,,1179,,271,,,,20200201
341,（株）ふたば,9380001016676,福島県,中小企業,269,,,,727,,,,,,20200201
342,双葉航測（株）,9011201004805,東京都,中小企業,470,,,,,,,,486,,20200201
343,（株）フタバ設計,4290001018612,福岡県,中小企業,1028,,953,,745,,730,,693,,20200201
344,（株）福起設計コンサルタント,8290001016232,福岡県,中小企業,1363,,1024,,,,,,271,,20200201
345,（株）復建エンジニヤリング,3010001056450,東京都,大企業,285,,363,,64,,368,,,,20200201
346,（株）復建技術コンサルタント,1370001010010,宮城県,大企業,67,,,,58,,26,,299,,20200201
347,復建調査設計（株）,4240001010433,広島県,大企業,12,,316,,29,,16,,26,,20200201
348,（株）不動テトラ,4010001141053,東京都,中小企業,646,,,,430,,,,,,20200201
349,（株）富友測量設計,2330001004114,熊本県,中小企業,657,,,,1634,,,,,,20200201
350,冨洋設計（株）,4010001085614,東京都,中小企業,392,,,,381,,625,,,,20200201
351,（株）武揚堂,6010001055739,東京都,中小企業,381,,743,,1572,,,,,,20200201
352,（株）プライア・コンサルタント,9020001066922,神奈川県,中小企業,1119,,,,1050,,826,,,,20200201
353,（株）プライム技術開発,3290001030700,福岡県,中小企業,731,,,,1796,,,,,,20200201
354,（株）プライムプラン,7070001002833,群馬県,中小企業,34,,,,954,,536,,549,,20200201
355,（株）プラネット・コンサルタント,8220001009911,石川県,中小企業,719,,,,405,,836,,827,,20200201
356,（株）古川コンサルタント,1280001003386,島根県,中小企業,109,,,,495,,233,,66,,20200201
357,（株）プレック研究所,5010001081785,東京都,大企業,638,,497,,142,,,,,,20200201
358,（株）文化財保存計画協会,4010001102170,東京都,中小企業,1235,,175,,1310,,,,,,20200201
359,（株）豊後コンサルタント,5320001009689,大分県,中小企業,998,,,,1690,,,,,,20200201
360,（株）平成測量,4110001019545,新潟県,中小企業,324,,,,1263,,712,,705,,20200201
361,平和総合コンサルタント（株）,6290001049556,福岡県,中小企業,517,,322,,1484,,,,20,,20200201
362,平和測量設計（株）,4290001049558,福岡県,中小企業,274,,,,1139,,,,317,,20200201
363,平和フィールド（株）,5030001026607,埼玉県,中小企業,461,,,,1561,,627,,95,,20200201
364,（株）ベクトル,9290001016586,福岡県,中小企業,1043,,,,1015,,318,,,,20200201
365,（株）ベストコンサルタント,6360001022183,沖縄県,中小企業,1434,,,,1798,,880,,,,20200201
366,（株）別杵技術コンサルタント,2320001006557,大分県,中小企業,807,,,,1525,,,,,,20200201
367,（株）ペック,6310001001943,長崎県,中小企業,521,,,,819,,581,,,,20200201
368,ベン測量設計（株）,3370001010223,宮城県,中小企業,713,,,,,,,,,,20200201
369,（有）ペンタックス測量設計,8330002009412,熊本県,中小企業,1281,,,,,,,,,,20200201
370,（株）防災技術コンサルタント,1400001001410,岩手県,中小企業,587,,,,696,,,,,,20200201
371,（株）豊水設計,2430001014466,北海道,中小企業,499,,,,561,,681,,,,20200201
372,（株）ホウセイ・技研,7340001005949,鹿児島県,中小企業,1070,,,,1259,,111,,,,20200201
