,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_technical_score,woodenbuiliding_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,airconditioning_qualification,airconditioning_rank,airconditioning_exception,airconditioning_financial_score,airconditioning_technical_score,airconditioning_total_score,cement_qualification,cement_rank,cement_exception,cement_financial_score,cement_technical_score,cement_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,slope_qualification,slope_rank,slope_exception,slope_financial_score,slope_technical_score,slope_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,stakeout_qualification,stakeout_rank,stakeout_exception,stakeout_financial_score,stakeout_technical_score,stakeout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,prefab_qualification,prefab_rank,prefab_exception,prefab_financial_score,prefab_technical_score,prefab_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,communication_qualification,communication_rank,communication_exception,communication_financial_score,communication_technical_score,communication_total_score,substation_qualification,substation_rank,substation_exception,substation_financial_score,substation_technical_score,substation_total_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_technical_score,bridgemaintenance_score,date
3469,炭平コーポレーション（株）,鷲澤　幸一,長野県長野市北長池１６６７,4100001001611,D,1719,-01,832,0,832,B,1689,-01,702,0,702,○,513,-01,768,0,768,B,726,-01,674,0,674,D,400,-01,941,0,941,○,472,-01,839,0,839,C,1039,-01,642,0,642,C,1457,-01,702,0,702,○,838,-01,742,0,742,○,785,-01,768,0,768,○,1540,-01,748,0,748,,,,,,,○,1488,-01,870,0,870,,,,,,,,,,,,,○,198,-01,867,0,867,,,,,,,○,747,-01,662,0,662,,,,,,,,,,,,,○,860,-01,638,0,638,○,1039,-01,768,0,768,20211101
3470,（株）寿陽建設,近藤　幸穂,福岡県北九州市小倉南区下貫１－１３－１３,4290801001957,D,308,,922,743,1665,B,1851,,686,0,686,○,362,,835,0,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1220,,799,0,799,○,69,,854,830,1684,○,275,,945,1103,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,411,,927,0,927,20211101
3471,成生建設（株）,鍋嶋　正人,福岡県大川市大字下林４００－１,4290001053510,D,1491,,869,0,869,B,1379,,738,0,738,,,,,,,,,,,,,D,837,,841,0,841,,,,,,,,,,,,,C,639,,826,0,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3472,清輝建設（株）,上村　清俊,鹿児島県鹿児島市西谷山３－２６－３,4340001002313,D,1196,,938,0,938,B,672,,824,449,1273,○,596,,751,0,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2126,,800,0,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,906,,800,0,800,20211101
3473,（株）精研,上野　俊信,大阪府大阪市中央区南船場２－１－３,3120001082411,D,974,,1118,0,1118,,,,,,,,,,,,,,,,,,,D,388,,945,0,945,,,,,,,C,214,,981,0,981,A,24,,1377,1642,3019,,,,,,,,,,,,,,,,,,,○,435,,828,0,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,137,,1043,820,1863,,,,,,,,,,,,,,,,,,,20211101
3474,（株）セイケン,田代　俊一,福岡県北九州市八幡東区山王４－１－６,1290801009243,D,2679,,695,0,695,,,,,,,○,879,,695,0,695,,,,,,,D,1845,,695,0,695,○,1209,,695,0,695,,,,,,,,,,,,,,,,,,,○,1140,,695,0,695,○,289,,791,804,1595,,,,,,,○,3179,,695,0,695,,,,,,,○,983,,695,0,695,○,751,,695,0,695,,,,,,,○,821,,617,0,617,,,,,,,,,,,,,,,,,,,○,1264,,695,0,695,20211101
3475,セイ建設（株）,竹内　竜裕,熊本県合志市須屋１８２８－６,3330001009418,D,1495,,869,0,869,B,941,,834,0,834,,,,,,,,,,,,,C,269,,868,1093,1961,○,731,,779,0,779,,,,,,,,,,,,,○,644,,786,0,786,,,,,,,,,,,,,,,,,,,○,2174,,795,0,795,,,,,,,,,,,,,,,,,,,,,,,,,○,398,,779,0,779,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3476,（株）清光園芸,大村　秀樹,岡山県倉敷市早高２４番地,8260001013728,D,2056,,781,0,781,,,,,,,,,,,,,B,226,,808,0,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3477,（株）誠工社,岡本　曉宗,熊本県熊本市東区石原１－１－４８,5330001002511,D,2375,,734,0,734,B,2157,,637,0,637,,,,,,,,,,,,,D,2120,,637,0,637,,,,,,,C,1038,,643,0,643,B,47,,897,1204,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,134,,642,0,642,,,,,,,○,1009,,660,0,660,,,,,,,,,,,,,,,,,,,20211101
3478,成好設備工業（株）,安田　英祥,岡山県津山市山北６２１－１７,8260001019857,D,2019,,786,0,786,,,,,,,,,,,,,,,,,,,D,1135,,792,0,792,,,,,,,C,349,,896,0,896,B,58,,941,1116,2057,,,,,,,○,1047,,716,0,716,○,1612,,733,0,733,,,,,,,○,1497,,869,0,869,,,,,,,,,,,,,○,649,,716,0,716,,,,,,,○,463,,762,0,762,,,,,,,,,,,,,○,388,,887,0,887,,,,,,,20211101
3479,セイコー工業（株）,小田　信夫,鹿児島県鹿児島市荒田１－４８－５,4340001005992,D,2356,,736,0,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,971,,680,0,680,C,371,,901,0,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,823,,675,0,675,,,,,,,20211101
3480,（株）セイシン,中原　さとみ,福岡県大牟田市三里町２－１０－１０,3290001054402,D,1553,,859,0,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2845,,733,0,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3481,誠新産業（株）,長尾　靖高,福岡県福岡市中央区薬院２－１９－２８,1290001008252,D,2525,,716,0,716,,,,,,,○,768,,717,0,717,,,,,,,D,1761,,706,0,706,○,1093,,716,0,716,C,930,,700,0,700,,,,,,,,,,,,,,,,,,,,,,,,,○,697,,748,0,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,740,,727,0,727,,,,,,,20211101
3482,（株）誠電社,渡辺　誠,福島県福島市高野河原下１９－１５,2380001003747,D,2976,,629,0,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,830,,731,0,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,996,,551,0,551,,,,,,,,,,,,,20211101
3483,西部アトムライナー（株）,田中　清澄,熊本県熊本市東区御領６－５－１,4330001002537,D,2065,,780,0,780,B,1735,,697,0,697,○,459,,787,0,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1260,,684,0,684,,,,,,,,,,,,,○,144,,819,660,1479,○,1839,,827,0,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,814,,821,0,821,20211101
3484,西部安全施設工業（株）,蓑原　将,福岡県福岡市東区多の津４－２－４６,9290001003361,D,1436,,877,0,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1461,,877,0,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3485,西部建設（株）,前田　達郎,福岡県福岡市中央区地行１－１５－２９,5290001008224,D,1013,,1055,0,1055,B,945,,832,0,832,,,,,,,,,,,,,C,248,,1046,945,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1388,,892,0,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3486,成武建設（株）,森　潤一郎,鹿児島県肝属郡南大隅町根占山本４１０８－１,2340001013972,D,571,,908,649,1557,B,1056,,803,0,803,,,,,,,,,,,,,D,1182,,786,0,786,○,991,,734,0,734,,,,,,,,,,,,,○,629,,790,0,790,,,,,,,○,1097,,817,0,817,,,,,,,○,1943,,817,0,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,842,,817,0,817,20211101
3487,西部工輸（株）,青木　一志,山口県下関市大字小野４１６－１,8250001005065,D,1050,,1010,0,1010,B,1035,,809,0,809,○,429,,801,0,801,,,,,,,D,1084,,801,0,801,○,631,,801,0,801,,,,,,,,,,,,,○,586,,801,0,801,○,460,,837,0,837,○,800,,868,0,868,,,,,,,○,1505,,868,0,868,○,522,,718,0,718,,,,,,,○,328,,801,0,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3488,（株）西部システム,貴島　恵一,鹿児島県鹿児島市加治屋町４番２３号ロイヤルリバーマル善２０１号室,2340001007280,D,1919,,799,0,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,707,,746,0,746,○,2641,,755,0,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3489,（株）西部水道機器製作所,和泉　正史,山口県下関市椋野町２－１６－１５,8250001005750,D,2362,,735,0,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1179,,736,0,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3490,西武造園（株）,大嶋　聡,東京都豊島区長崎５－１－３４,2013301006241,D,1046,,1019,0,1019,B,993,,819,0,819,,,,,,,A,7,,1327,1015,2342,D,911,,828,0,828,○,521,,828,0,828,C,681,,783,0,783,,,,,,,○,653,,785,0,785,,,,,,,○,511,,980,0,980,,,,,,,○,1164,,980,0,980,,,,,,,,,,,,,,,,,,,,,,,,,○,290,,828,0,828,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3491,（株）西部緑化,内藤　昌男,東京都練馬区上石神井南町１３番１１号,8011601003589,D,525,,879,698,1577,,,,,,,,,,,,,A,86,,940,905,1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3492,成豊建設（株）,上山　晃彦,東京都渋谷区渋谷１－６－４せいこうビル,4011001016906,D,907,,1261,0,1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3493,正宝電気（株）,古賀　正信,佐賀県佐賀市大和町尼寺１６００－３,7300001000739,D,2577,,708,0,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,206,,969,981,1950,C,1224,,730,0,730,,,,,,,○,1079,,708,0,708,○,1740,,708,0,708,,,,,,,○,1579,,859,0,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,574,,767,0,767,○,349,,916,0,916,,,,,,,20211101
3494,西友エンジニアリング（株）,原　康人,神奈川県相模原市緑区大島１００１ー８　大島ウェルズ２１ーＣ,1021001059097,D,2803,,670,0,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3348,,667,0,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,833,,707,0,707,,,,,,,,,,,,,,,,,,,20211101
3495,（株）西菱環境開発,西村　邦俊,長崎県長崎市三京町２７５０－１,9310001003326,D,1275,,910,0,910,,,,,,,,,,,,,,,,,,,D,1285,,773,0,773,,,,,,,,,,,,,,,,,,,,,,,,,○,767,,773,0,773,○,1688,,719,0,719,,,,,,,○,2438,,773,0,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3496,（株）西陵設備,有吉　廣男,福岡県福岡市西区野方６－２２－１,9290001000326,D,1921,-01,798,0,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,578,-01,840,0,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3497,成和建設（株）,水落　潤,佐賀県唐津市厳木町広瀬３９６７－２,5300001007554,D,353,,914,735,1649,B,463,,938,727,1665,,,,,,,B,428,,736,0,736,D,1022,,809,0,809,○,785,,769,0,769,,,,,,,C,1213,,732,0,732,○,429,,843,0,843,,,,,,,,,,,,,,,,,,,○,335,,887,1100,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,709,,843,0,843,20211101
3498,誠和興業,鴨崎　美佐子,福岡県北九州市小倉南区高野４－１７－３,,D,3023,,612,0,612,,,,,,,,,,,,,,,,,,,D,2232,,587,0,587,○,1514,,587,0,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3608,,587,0,587,,,,,,,,,,,,,○,1010,,570,0,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1396,,593,0,593,20211101
3499,（株）清和工業,清　和雄,鹿児島県大島郡徳之島町亀津５１０６－１,1340001010228,D,2897,,652,0,652,,,,,,,,,,,,,,,,,,,D,1363,,762,0,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3500,正和道路（株）,大村　勝行,福岡県田川郡大任町大字今任原１７－１,7290801016639,D,2673,,696,0,696,B,330,,818,960,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1136,,696,0,696,,,,,,,,,,,,,○,2874,,730,0,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3501,（株）関組,関　末男,福岡県飯塚市赤坂６３６－１３１,2290001046301,D,2209,-01,757,0,757,B,1950,-01,673,0,673,,,,,,,,,,,,,D,2001,-01,667,0,667,○,1345,-01,665,0,665,,,,,,,,,,,,,,,,,,,,,,,,,○,1800,-01,696,0,696,,,,,,,○,847,-01,696,795,1491,,,,,,,,,,,,,,,,,,,,,,,,,○,746,-01,665,0,665,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3502,積水アクアシステム（株）,植村　政孝,大阪府大阪市北区大淀中１－１－３０,6120001065933,D,953,,1153,0,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,94,,1140,0,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,319,,1073,0,1073,,,,,,,,,,,,,,,,,,,20211101
3503,積水化学工業（株）,加藤　敬太,東京都港区虎ノ門２－１０－４　オークラプレステージタワー,1120001059650,D,917,,1237,0,1237,,,,,,,,,,,,,,,,,,,C,677,,1350,0,1350,,,,,,,,,,,,,C,66,,1216,0,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3504,積水ハウス（株）,仲井　嘉浩,大阪府大阪市北区大淀中１－１－８８,8120001059652,D,813,,1414,0,1414,,,,,,,,,,,,,,,,,,,C,219,,2017,0,2017,○,8,,2017,0,2017,C,18,,1425,0,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2,,2017,0,2017,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3505,（株）関屋電設,占部　豊,福岡県大野城市川久保３－１－１０,1290001040833,D,2619,,704,0,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,255,,941,922,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,404,,914,0,914,○,493,,832,0,832,,,,,,,20211101
3506,（株）セグチ,瀬口　俊二,鹿児島県鹿児島市川田町１１９６－１,9340001010352,D,766,,824,628,1452,B,1519,,720,0,720,,,,,,,B,149,,852,0,852,D,1358,,763,0,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1282,,789,0,789,,,,,,,○,2433,,774,0,774,○,566,,711,0,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3507,瀬口開発（株）,瀬口　義夫,福岡県みやま市瀬高町本郷６９７,8290001052954,D,450,,833,778,1611,B,1720,,699,0,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2614,,758,0,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3508,瀬口舗道（株）,中原　秋義,福岡県みやま市瀬高町文廣１９４５－６２,6290001052956,D,1086,,987,0,987,B,41,,1051,1205,2256,○,612,,748,0,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,251,,896,0,896,,,,,,,,,,,,,,,,,,,○,1368,,896,0,896,○,487,,723,0,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3509,（株）瀬底産業,仲榮眞　光史,沖縄県国頭郡本部町字瀬底４０７－１,7360001012365,D,1532,,862,0,862,B,1423,,732,0,732,○,897,,691,0,691,B,617,,697,0,697,D,754,,857,0,857,○,872,,753,0,753,,,,,,,C,1357,,713,0,713,○,1029,,714,0,714,○,897,,747,0,747,○,1366,,777,0,777,,,,,,,○,2384,,777,0,777,,,,,,,○,720,,777,0,777,○,769,,691,0,691,,,,,,,○,493,,753,0,753,○,767,,722,0,722,○,794,,690,0,690,,,,,,,○,1003,,777,0,777,20211101
3510,（株）瀬登,下岡　克明,福岡県北九州市八幡東区枝光２－７－３２,8290801009253,D,1614,,848,0,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,663,,786,0,786,B,67,,919,1102,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3511,瀬戸内造園（株）,青木　浩平,岡山県岡山市中区西川原２８ー１,9260001003703,D,2475,,722,0,722,,,,,,,,,,,,,A,144,,879,651,1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,629,,716,972,1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3512,（株）瀬戸口建設,瀬戸口　慎二,鹿児島県霧島市横川町下ノ１０８３,2340001008097,D,330,,892,764,1656,B,1135,,784,0,784,○,641,,742,0,742,,,,,,,,,,,,,○,917,,746,0,746,,,,,,,,,,,,,○,667,,783,0,783,,,,,,,,,,,,,,,,,,,○,1665,,846,0,846,,,,,,,○,591,,811,0,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,864,,811,0,811,20211101
3513,（株）瀬戸山組,福谷　正剛,鹿児島県肝属郡南大隅町佐多伊座敷３３１６,3340001013971,D,83,,961,784,1745,B,544,,852,728,1580,,,,,,,,,,,,,C,644,,862,559,1421,○,708,,783,0,783,,,,,,,,,,,,,○,529,,816,0,816,,,,,,,○,711,,888,0,888,,,,,,,○,753,,897,669,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3514,ゼニヤ海洋サービス（株）,竹安　正,大阪府池田市豊島南２－１７６－１,4120901019684,D,117,,956,778,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,262,,910,0,910,,,,,,,,,,,,,○,1473,,874,0,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,66,,1000,1250,2250,,,,,,,,,,,,,,,,,,,20211101
3515,（株）ゼニライトブイ,竹安　正,大阪府池田市豊島南２－１７６－１,6120901019682,D,1442,-01,876,0,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1146,-01,675,0,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,632,-01,772,0,772,○,809,-01,685,0,685,,,,,,,,,,,,,20211101
3516,（株）セリタ建設,芹田　章博,佐賀県武雄市朝日町中野１０１５３－４,7300001004608,D,1074,,994,0,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1173,,975,0,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3517,（株）ｚｅｒｏ　ｏｎｅ,南　一美,福島県福島市栄町１０－２１福島栄町ビル,3380001025006,D,1649,,842,0,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3311,,674,0,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3518,センコープランテック（株）,早石　朝廣,宮崎県延岡市大武町３９－２５,5350001012186,D,1721,,831,0,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3519,（株）センコーロード,阿南　宣弘,大分県大分市大字丹生１９３番地の６,8320001007558,D,2932,,643,0,643,B,1836,,687,0,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1513,,638,0,638,,,,,,,○,1950,,643,0,643,,,,,,,○,2945,,721,0,721,○,1003,,550,0,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1357,,643,0,643,20211101
3520,（有）全勝組,島袋　一郎,沖縄県国頭郡本部町字東４６７－９,2360002020108,D,1876,,805,0,805,,,,,,,,,,,,,B,795,,642,0,642,C,471,,846,872,1718,,,,,,,,,,,,,C,1035,,756,0,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3521,潜匠建設（株）,吉田　浩文,宮城県名取市美田園３－１６－１,5370801001246,D,2229,,753,0,753,B,2215,,625,0,625,○,1196,,531,0,531,,,,,,,D,2291,,531,0,531,,,,,,,,,,,,,C,2040,,463,0,463,○,1656,,570,0,570,○,1385,,574,0,574,○,2018,,601,0,601,,,,,,,○,3573,,601,0,601,○,1007,,521,0,521,○,1118,,601,0,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1393,,601,0,601,20211101
3522,（株）センター機材,多田　哲夫,福岡県福岡市博多区諸岡５－１－８,9290001014160,D,1888,,803,0,803,,,,,,,○,583,,753,0,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,822,,745,0,745,,,,,,,,,,,,,,,,,,,○,2405,,775,0,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,861,,811,0,811,20211101
3523,（株）善太郎組,翁長　恵子,沖縄県那覇市字田原１９３,2360001001216,D,280,,686,987,1673,B,2379,,532,0,532,○,1176,,575,0,575,B,857,,537,0,537,D,1006,,811,0,811,○,1341,,667,0,667,,,,,,,C,2019,,547,0,547,○,1685,,532,0,532,○,1361,,600,0,600,○,1969,,636,0,636,○,1456,,532,0,532,○,754,,736,829,1565,○,1002,,552,0,552,○,1092,,636,0,636,○,1009,,574,0,574,,,,,,,○,743,,667,0,667,○,1122,,575,0,575,○,987,,575,0,575,,,,,,,○,1364,,636,0,636,20211101
3524,（株）ゼンテック,天谷　光郎,東京都足立区千住中居町２８－５　ＳＮ千住ビル,8010601013235,D,1113,,972,0,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1239,,657,0,657,○,554,,805,984,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,889,-01,805,0,805,20211101
3525,（有）千成造園土木,福田　純,福岡県北九州市八幡西区浅川台１－８－１,3290802014496,D,2866,,657,0,657,,,,,,,,,,,,,B,440,,734,0,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1263,,657,0,657,○,1914,,657,0,657,,,,,,,○,3402,,657,0,657,,,,,,,○,1061,,657,0,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3526,ソウケン工業（株）,小川　篤雄,福岡県北九州市八幡東区山王２－２－８,5290801013076,D,3070,,592,0,592,,,,,,,○,1156,,592,0,592,,,,,,,D,1515,,740,0,740,○,1445,,631,0,631,,,,,,,,,,,,,,,,,,,○,1368,,592,0,592,○,2021,,600,0,600,○,1254,,651,0,651,○,3543,,613,0,613,,,,,,,○,1126,,592,0,592,○,995,,592,0,592,,,,,,,○,804,,631,0,631,,,,,,,,,,,,,,,,,,,○,1381,,613,0,613,20211101
