,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_technical_score,woodenbuiliding_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,airconditioning_qualification,airconditioning_rank,airconditioning_exception,airconditioning_financial_score,airconditioning_technical_score,airconditioning_total_score,cement_qualification,cement_rank,cement_exception,cement_financial_score,cement_technical_score,cement_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,slope_qualification,slope_rank,slope_exception,slope_financial_score,slope_technical_score,slope_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,stakeout_qualification,stakeout_rank,stakeout_exception,stakeout_financial_score,stakeout_technical_score,stakeout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,prefab_qualification,prefab_rank,prefab_exception,prefab_financial_score,prefab_technical_score,prefab_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,communication_qualification,communication_rank,communication_exception,communication_financial_score,communication_technical_score,communication_total_score,substation_qualification,substation_rank,substation_exception,substation_financial_score,substation_technical_score,substation_total_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_technical_score,bridgemaintenance_score,date
1005,山下建設（株）,山下　浩二,鹿児島県曽於郡大崎町仮宿１７４１,2340001015093,C,199,,1039,1359,2398,B,657,,910,439,1349,,,,,,,B,388,,747,0,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,655,,903,0,903,,,,,,,○,1340,,903,0,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,476,-01,903,0,903,20211101
1006,山品建設（株）,山品　雅裕,京都府京都市西京区桂南巽町３０番地,8130001008798,C,631,,987,985,1972,B,1192,,771,0,771,○,334,,855,0,855,,,,,,,,,,,,,,,,,,,,,,,,,C,1593,,686,0,686,,,,,,,○,580,,807,0,807,○,650,,905,0,905,,,,,,,,,,,,,○,696,,691,0,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,538,,885,0,885,20211101
1007,（株）ヤマダ,喜見　真二,大分県玖珠郡玖珠町大字戸畑９７６－１６,5320001010366,C,774,,914,973,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1048,,711,0,711,,,,,,,,,,,,,,,,,,,○,2052,,807,0,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1008,（株）山田組,山田　洋二郎,愛知県名古屋市中川区戸田５－１２１３,3180001021223,C,396,,1124,1056,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1009,大和開発（株）,境　一成,宮崎県宮崎市高洲町２３５－３,2350001002124,C,124,,1109,1381,2490,B,499,,878,757,1635,○,417,,807,0,807,,,,,,,C,49,,1088,1157,2245,○,186,,994,0,994,C,780,,750,0,750,,,,,,,○,381,,854,0,854,○,39,,1005,1021,2026,○,246,,954,722,1676,○,673,,754,0,754,○,105,,953,1350,2303,○,129,,932,0,932,○,216,,942,0,942,○,305,,807,0,807,,,,,,,○,126,,965,0,965,○,696,,748,0,748,○,609,,748,0,748,○,696,,750,0,750,○,209,,1046,0,1046,20211101
1010,ヤマト工業（株）,山戸　一悟,大阪府大阪市港区市岡１－２－１９,8120001029993,C,42,,1262,1382,2644,B,153,,1048,921,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,192,,923,0,923,○,218,,949,0,949,○,478,,1009,0,1009,,,,,,,○,611,,1009,703,1712,○,89,,1064,0,1064,○,147,,1009,0,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1011,（株）大和土木,太田　俊樹,福岡県田川市大字川宮３３３－１,8290801016687,C,453,,917,1198,2115,B,1785,,692,0,692,,,,,,,B,648,,692,0,692,D,1166,,789,0,789,○,846,,758,0,758,,,,,,,,,,,,,○,1196,,692,0,692,○,751,,777,0,777,○,1125,,813,0,813,,,,,,,○,420,,813,1097,1910,○,690,,692,0,692,○,579,,813,0,813,○,449,,758,0,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1012,（株）山西組,大山　章博,香川県東かがわ市水主４７４８－１,7470001011513,C,600,,1021,971,1992,B,1477,,725,0,725,○,367,,834,0,834,,,,,,,D,884,,834,0,834,○,491,,834,0,834,,,,,,,,,,,,,○,937,,725,0,725,○,277,,901,0,901,○,528,,962,0,962,○,824,,725,0,725,○,1419,,887,0,887,○,302,,770,0,770,○,328,,887,0,887,○,252,,834,0,834,,,,,,,○,574,,727,0,727,,,,,,,,,,,,,,,,,,,○,530,,887,0,887,20211101
1013,（有）山之口建設,山之口　稔,鹿児島県肝属郡肝付町宮下１４１５番地,6340002026689,C,295,,991,1296,2287,B,566,,879,667,1546,,,,,,,B,467,,727,0,727,D,1109,,796,0,796,,,,,,,,,,,,,,,,,,,○,427,,844,0,844,,,,,,,○,804,,867,0,867,,,,,,,○,391,,867,1070,1937,,,,,,,,,,,,,○,500,,746,0,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1014,（株）山本組,堤　宏久,鹿児島県志布志市志布志町志布志９９５,6340001015098,C,305,,1004,1272,2276,B,337,,934,838,1772,○,750,,720,0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,365,,858,0,858,○,493,,829,0,829,○,779,,872,0,872,,,,,,,○,783,,872,669,1541,○,536,,716,0,716,○,365,,872,0,872,○,623,,720,0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,594,,872,0,872,20211101
1015,山本建設（株）,山本　祐司,熊本県熊本市西区池田４－１６－１６,1330001004759,C,370,,979,1226,2205,B,1092,,792,0,792,,,,,,,,,,,,,D,1698,,715,0,715,○,1019,,730,0,730,,,,,,,,,,,,,,,,,,,,,,,,,○,967,,836,0,836,,,,,,,○,467,,888,983,1871,○,714,,688,0,688,,,,,,,,,,,,,,,,,,,○,436,,769,0,769,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1016,山和建設（株）,小山　剛,山形県西置賜郡小国町大字町原９３－１,4390001011359,C,51,,1233,1397,2630,B,73,,1019,1143,2162,○,343,,848,0,848,B,331,,763,0,763,D,164,,1071,0,1071,○,303,,900,0,900,,,,,,,,,,,,,○,169,,940,0,940,○,40,,989,1011,2000,○,495,,992,0,992,○,691,,749,0,749,○,144,,992,1224,2216,○,358,,749,0,749,○,161,,992,0,992,○,228,,848,0,848,,,,,,,○,186,,900,0,900,,,,,,,,,,,,,,,,,,,○,272,,992,0,992,20211101
1017,（株）熊阿建設工業,岩下　哲也,熊本県阿蘇市一の宮町宮地４５３０－２,4330001012288,C,339,,1069,1166,2235,B,84,,1001,1135,2136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,277,,886,0,886,,,,,,,○,645,,906,0,906,○,658,,758,0,758,○,410,,906,1013,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1018,（株）ユーディケー,関根　信次,埼玉県さいたま市浦和区岸町５－７－１１,3030001010785,C,119,,1193,1305,2498,B,892,,857,0,857,○,276,,898,0,898,,,,,,,C,13,,1158,1234,2392,,,,,,,,,,,,,C,271,,952,0,952,○,236,,902,0,902,○,254,,916,0,916,○,506,,984,0,984,,,,,,,○,61,,1112,1329,2441,○,28,,858,978,1836,○,111,,1078,0,1078,○,163,,898,0,898,,,,,,,○,140,,943,0,943,,,,,,,,,,,,,,,,,,,○,181,,1069,0,1069,20211101
1019,祐徳建設興業（株）,古賀　克也,佐賀県佐賀市鍋島町八戸３１８４,7300001001051,C,409,,956,1212,2168,B,1920,,678,0,678,○,458,,788,0,788,,,,,,,D,1073,,802,0,802,○,679,,788,0,788,,,,,,,C,1644,,678,0,678,○,1305,,678,0,678,○,689,,788,0,788,○,1013,,829,0,829,,,,,,,○,263,,829,1229,2058,○,762,,678,0,678,○,517,,829,0,829,○,360,,788,0,788,,,,,,,○,680,,692,0,692,○,950,,678,0,678,○,841,,678,0,678,,,,,,,,,,,,,20211101
1020,湯川建設（株）,湯川　鶴三,宮崎県延岡市昭和町３－２０１４,1350001007082,C,192,,1018,1388,2406,B,331,,910,867,1777,○,653,,739,0,739,,,,,,,D,1530,,739,0,739,○,959,,739,0,739,,,,,,,,,,,,,○,363,,859,0,859,○,461,,837,0,837,○,154,,945,927,1872,○,946,,710,0,710,○,218,,881,1217,2098,○,577,,710,0,710,○,345,,881,0,881,○,24,,739,801,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,559,,881,0,881,20211101
1021,豊建設（株）,田中　康裕,長崎県南松浦郡新上五島町有川郷２５４１－５,5310001006951,C,772,,974,913,1887,B,1593,,713,0,713,,,,,,,,,,,,,D,909,,828,0,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,673,,852,0,852,20211101
1022,豊建設工業（株）,仲島　光晴,熊本県荒尾市大島角田１０４－５,4330001011686,C,869,,1042,800,1842,B,1087,,793,0,793,,,,,,,,,,,,,C,127,,1086,1026,2112,○,269,,920,0,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1303,,913,0,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,453,,913,0,913,20211101
1023,ユタカ工業（株）,迫田　輝男,山口県大島郡周防大島町大字久賀字中辻下５１３０－４,1250001012803,C,427,,1096,1050,2146,B,470,,920,741,1661,○,369,,833,0,833,,,,,,,D,516,,911,0,911,○,495,,833,0,833,,,,,,,,,,,,,○,431,,842,0,842,○,326,,881,0,881,○,250,,988,677,1665,○,678,,753,0,753,○,512,,931,897,1828,○,208,,839,0,839,○,237,,931,0,931,○,253,,833,0,833,,,,,,,○,393,,781,0,781,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1024,ユタカ産業（株）,阪本　重幸,山口県大島郡周防大島町大字久賀字中辻下５１３０－４,2250001012785,C,952,,863,940,1803,B,1686,,703,0,703,○,630,,744,0,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1121,,703,0,703,○,912,,744,0,744,○,1680,,721,0,721,,,,,,,○,2748,,744,0,744,○,867,,653,0,653,○,835,,744,0,744,○,516,,744,0,744,,,,,,,,,,,,,○,988,,668,0,668,,,,,,,,,,,,,,,,,,,20211101
1025,洋伸建設（株）,山本　晴樹,広島県広島市中区上八丁堀４－１,9240001012202,C,340,,1263,971,2234,,,,,,,,,,,,,,,,,,,D,552,,901,0,901,○,629,,802,0,802,,,,,,,,,,,,,,,,,,,○,224,,944,0,944,○,485,,1000,0,1000,,,,,,,○,1096,,1074,0,1074,○,120,,943,0,943,○,152,,1000,0,1000,,,,,,,,,,,,,○,350,,802,0,802,,,,,,,,,,,,,,,,,,,○,263,,1000,0,1000,20211101
1026,洋林建設（株）,小松　透,山口県周南市平和通１－２６,3250001009376,C,29,,1251,1438,2689,B,729,,987,0,987,,,,,,,B,204,,820,0,820,C,31,,1253,1050,2303,○,175,,1011,0,1011,,,,,,,,,,,,,○,124,,987,0,987,○,58,,968,760,1728,○,424,,1117,0,1117,,,,,,,○,113,,1122,1155,2277,○,92,,1047,0,1047,,,,,,,○,180,,883,0,883,,,,,,,○,104,,1011,0,1011,,,,,,,,,,,,,,,,,,,○,223,,1033,0,1033,20211101
1027,（株）横河ＮＳエンジニアリング,齊藤　功,茨城県神栖市砂山１６－５,1050001021106,C,588,,920,1084,2004,,,,,,,○,17,,1273,1744,3017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,252,,920,0,920,,,,,,,○,842,,722,0,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,109,,1171,0,1171,20211101
1028,（株）横河ブリッジ,高田　和彦,千葉県船橋市山野町山野町２７番地,6040001022645,C,208,,1467,915,2382,B,741,,962,0,962,○,1,,1759,2017,3776,,,,,,,C,557,,1593,0,1593,,,,,,,,,,,,,,,,,,,,,,,,,○,86,,1438,0,1438,,,,,,,○,226,,1164,0,1164,○,17,,1445,1302,2747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,8,,1601,0,1601,20211101
1029,（有）横地組,横地　太司,福岡県田川郡川崎町大字安眞木２５７５,3290802024768,C,943,,843,966,1809,B,1869,,684,0,684,○,926,,685,0,685,,,,,,,D,1905,,685,0,685,○,1259,,685,0,685,,,,,,,,,,,,,○,1263,,684,0,684,○,1029,,720,0,720,○,1524,,751,0,751,,,,,,,○,430,,751,1150,1901,,,,,,,○,821,,751,0,751,○,793,,685,0,685,,,,,,,○,729,,672,0,672,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1030,（株）吉川組,吉川　和章,長崎県島原市中町８０３－１,1310001009727,C,290,,966,1328,2294,B,1883,,682,0,682,○,747,,721,0,721,,,,,,,D,420,,936,0,936,○,625,,803,0,803,,,,,,,,,,,,,○,1286,,680,0,680,○,677,,790,0,790,○,992,,832,0,832,○,1206,,664,0,664,○,802,,832,698,1530,○,816,,664,0,664,○,500,,832,0,832,○,711,,701,0,701,,,,,,,○,345,,803,0,803,,,,,,,,,,,,,,,,,,,○,764,,832,0,832,20211101
1031,（株）吉建,吉住　淳一,福岡県糸島市二丈吉井１５３３－２,7290001033212,C,972,,914,881,1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1652,,848,0,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1032,（株）吉田企業,村田　正晴,熊本県宇城市三角町波多１５００－２,9330001013133,C,511,,1007,1051,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1491,,870,0,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1033,（株）吉次工業,吉次　泰祐,長崎県諫早市小豆崎町６９７番地,1310001008209,C,843,,938,915,1853,B,1555,,716,0,716,,,,,,,,,,,,,C,231,,1047,953,2000,○,31,,972,698,1670,,,,,,,,,,,,,○,1075,,708,0,708,○,654,,793,0,793,○,1073,,820,0,820,○,872,,718,0,718,○,1510,,867,0,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1034,（株）吉留組,西元　勇,鹿児島県肝属郡東串良町池之原１２７１,8340001014189,C,185,,1014,1401,2415,B,137,,908,1094,2002,,,,,,,B,676,,687,0,687,D,1209,,782,0,782,○,1050,,725,0,725,,,,,,,C,1587,,687,0,687,○,445,,837,0,837,○,568,,811,0,811,○,162,,860,1002,1862,,,,,,,○,311,,860,1148,2008,,,,,,,○,411,,860,0,860,○,699,,705,0,705,,,,,,,○,578,,725,0,725,,,,,,,,,,,,,,,,,,,○,647,,860,0,860,20211101
1035,（株）吉永産業,吉永　隆夫,熊本県熊本市南区御幸笛田２－１５－１,2330001004857,C,407,,1050,1119,2169,B,1070,,799,0,799,,,,,,,,,,,,,C,134,,1180,925,2105,○,161,,1038,0,1038,,,,,,,,,,,,,○,853,,740,0,740,○,294,,892,0,892,○,148,,993,887,1880,,,,,,,○,490,,901,947,1848,,,,,,,○,295,,901,0,901,,,,,,,,,,,,,○,154,,931,0,931,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1036,吉原建設（株）,吉原　政秀,宮崎県都城市中原町３２－１,5350001008432,C,32,,1146,1521,2667,B,8,,1146,1227,2373,○,235,,940,0,940,,,,,,,C,特,-01,1341,1218,2559,○,157,,1047,0,1047,,,,,,,,,,,,,○,113,,1005,0,1005,○,230,,940,0,940,○,30,,1070,1157,2227,,,,,,,○,121,,1005,1259,2264,○,167,,886,0,886,○,179,,968,0,968,○,21,,940,685,1625,,,,,,,○,85,,1047,0,1047,,,,,,,,,,,,,,,,,,,○,255,,1005,0,1005,20211101
1037,（株）吉丸組,吉丸　貴明,鹿児島県鹿児島市玉里町２０－４０,5340001004548,C,719,,1016,894,1910,B,263,,944,897,1841,,,,,,,,,,,,,C,129,,928,1184,2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,352,,890,1088,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,516,,890,0,890,20211101
1038,（株）吉村建設,吉村　厚司,熊本県荒尾市府本３９９番地,2330001011688,C,398,,1125,1055,2180,B,64,,1050,1140,2190,,,,,,,B,233,,805,0,805,D,338,,957,0,957,,,,,,,,,,,,,C,422,,883,0,883,,,,,,,,,,,,,,,,,,,,,,,,,○,1177,,972,0,972,○,242,,808,0,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1039,吉村工業（株）,吉村　敏,鹿児島県霧島市霧島田口１５,1340001007406,C,888,,956,876,1832,B,369,,909,841,1750,,,,,,,,,,,,,D,1330,,767,0,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,556,,780,0,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1040,（株）吉本組,吉本　正雄,熊本県上益城郡御船町木倉１５８８,5330001010869,C,395,,983,1198,2181,B,222,,949,933,1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,398,,850,0,850,,,,,,,○,567,,936,0,936,,,,,,,○,492,,863,982,1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1041,（株）吉安建設,吉安　孝章,熊本県菊池市泗水町亀尾３５８８,6330001009729,C,498,,1065,1001,2066,B,730,,985,0,985,,,,,,,,,,,,,C,417,,991,791,1782,○,417,,855,0,855,,,,,,,C,1150,,741,0,741,○,243,,902,0,902,○,349,,869,0,869,○,619,,917,0,917,,,,,,,○,1293,,917,0,917,,,,,,,,,,,,,○,448,,758,0,758,,,,,,,○,246,,855,0,855,,,,,,,,,,,,,,,,,,,○,440,,917,0,917,20211101
1042,（株）吉行産業,吉行　輝真,宮崎県小林市野尻町三ケ野山１２９７－３,3350001009969,C,548,,900,1133,2033,B,173,,890,1048,1938,,,,,,,,,,,,,D,1231,,779,0,779,○,970,,738,0,738,,,,,,,C,1137,,742,0,742,○,582,,802,0,802,○,714,,783,0,783,○,1116,,814,0,814,○,1181,,669,0,669,○,1980,,814,0,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1043,（株）ヨネダ,米田　洋一,京都府福知山市字堀小字道場２４３３,7130001041379,C,422,,1056,1094,2150,B,895,,856,0,856,,,,,,,B,248,,799,0,799,C,27,,1120,1221,2341,○,212,,962,0,962,C,678,,783,0,783,C,748,,805,0,805,,,,,,,,,,,,,○,685,,894,0,894,○,561,,779,0,779,○,788,,894,641,1535,,,,,,,,,,,,,○,308,,807,0,807,,,,,,,○,157,,925,0,925,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1044,米盛建設（株）,米盛　庄一郎,鹿児島県鹿児島市草牟田２－２－７,3340001004558,C,401,,1148,1031,2179,B,232,,1090,782,1872,○,383,,828,0,828,B,385,,748,0,748,C,153,,1012,1076,2088,○,256,,930,0,930,,,,,,,C,940,,771,0,771,○,34,,978,690,1668,○,256,,914,0,914,○,522,,967,0,967,,,,,,,○,1185,,967,0,967,○,175,,875,0,875,○,182,,967,0,967,○,269,,828,0,828,,,,,,,○,202,,884,0,884,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1045,寄神建設（株）,寄神　正文,兵庫県神戸市兵庫区七宮町２－１－１,2140001012854,C,263,,1341,975,2316,B,778,,919,0,919,○,265,,910,0,910,,,,,,,D,159,,1077,0,1077,○,289,,909,0,909,,,,,,,,,,,,,○,199,,919,0,919,○,186,,987,0,987,○,187,,1054,752,1806,,,,,,,○,575,,1054,712,1766,○,26,,1037,827,1864,○,119,,1054,0,1054,,,,,,,,,,,,,○,177,,909,0,909,○,422,,910,0,910,,,,,,,,,,,,,○,194,,1054,0,1054,20211101
1046,（株）四電工,宮内　義憲,香川県高松市花ノ宮町２－３－９,7470001004244,C,645,,1236,729,1965,B,765,,936,0,936,○,240,,934,0,934,B,54,,984,0,984,D,98,,1138,0,1138,,,,,,,A,22,,1642,1527,3169,A,51,,1478,1052,2530,○,177,,936,0,936,○,123,,1130,0,1130,○,413,,1158,0,1158,○,238,,1113,0,1113,○,917,,1408,0,1408,○,151,,906,0,906,○,85,,1158,0,1158,○,136,,934,0,934,,,,,,,,,,,,,○,399,,931,0,931,○,109,,1299,635,1934,○,24,,1475,886,2361,,,,,,,20211101
1047,（株）アーキジオ,津嶋　劍星,富山県高岡市西藤平蔵５８１,2230001010477,D,1133,,961,0,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,173,,947,879,1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,26,,726,690,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1048,（株）アーステクノ,宇都　忠和,鹿児島県鹿児島市新栄町２６－６,8340001000206,D,795,,849,578,1427,B,1880,,682,0,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1668,,675,0,675,○,1351,,668,0,668,○,716,,783,0,783,○,330,,785,704,1489,○,1280,,645,0,645,○,899,,783,656,1439,,,,,,,○,695,,783,0,783,○,373,,783,0,783,○,19,,773,740,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1049,（株）アースロック,外谷　正人,神奈川県伊勢原市小稲葉７９０,7021001020929,D,1994,,788,0,788,B,1554,,716,0,716,,,,,,,B,688,,684,0,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3184,,694,0,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1050,（株）アート・スペース,村田　洋,熊本県熊本市北区下硯川２－７－１,2330001000006,D,2466,,723,0,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1230,,658,0,658,○,949,,755,602,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1201,,718,0,718,20211101
1051,（株）アーバンテック,縄田　秀則,福岡県福岡市博多区板付４－７－２８,4290001001403,D,1635,,845,0,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1052,（株）アールズ環境ソリューションズ,田邉　美雪,神奈川県厚木市田村町１０－８,9021001024003,D,2411,,729,0,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1053,（株）ＩＨＩ,井手　博,東京都江東区豊洲３－１－１　豊洲ＩＨＩビル,4010601031604,D,840,,1387,0,1387,,,,,,,,,,,,,,,,,,,C,669,,1361,0,1361,,,,,,,C,97,,1157,0,1157,C,113,,1119,0,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,141,,1834,0,1834,○,267,,1266,0,1266,○,190,,1157,0,1157,,,,,,,20211101
1054,（株）ＩＨＩプラント,村角　敬,東京都江東区豊洲３－１－１,1010601026978,D,980,-01,1107,0,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,101,-01,1148,0,1148,C,192,-01,1043,0,1043,,,,,,,,,,,,,,,,,,,○,648,-01,760,0,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,231,-01,1382,0,1382,,,,,,,○,192,-01,1148,0,1148,,,,,,,20211101
1055,（株）アイエスティー,高野　太,熊本県熊本市東区榎町７－１７,1330001002671,D,1334,,897,0,897,B,982,,821,0,821,,,,,,,B,259,,792,0,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,379,,866,0,866,○,343,,948,1035,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,378,,940,0,940,20211101
1056,（株）相生園緑地建設,鳥飼　一平,佐賀県三養基郡基山町園部７５０,9300001006899,D,1661,,841,0,841,B,1607,,711,0,711,,,,,,,B,162,,845,0,845,,,,,,,○,930,,744,0,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2403,,776,0,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,932,,794,0,794,20211101
1057,（有）相生建設,田村　和也,宮崎県宮崎市大字跡江３７３－１,4350002000059,D,2135,,769,0,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3069,,709,0,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1058,（株）愛亀,西山　周,愛媛県松山市南江戸２－６６０－１,3500001001324,D,976,,1114,0,1114,A,33,,1246,1285,2531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,33,,1037,634,1671,,,,,,,,,,,,,○,558,,780,0,780,○,48,,1157,1334,2491,○,270,,794,0,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,178,,1075,0,1075,20211101
