,airconditioning_exception,airconditioning_financial_score,airconditioning_qualification,airconditioning_rank,airconditioning_technical_score,airconditioning_total_score,asphalt_exception,asphalt_financial_score,asphalt_qualification,asphalt_rank,asphalt_technical_score,asphalt_total_score,bridge_exception,bridge_financial_score,bridge_qualification,bridge_rank,bridge_technical_score,bridge_total_score,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_score,bridgemaintenance_technical_score,builiding_exception,builiding_financial_score,builiding_qualification,builiding_rank,builiding_technical_score,builiding_total_score,cement_exception,cement_financial_score,cement_qualification,cement_rank,cement_technical_score,cement_total_score,ceo_name,civilengineering_exception,civilengineering_financial_score,civilengineering_qualification,civilengineering_rank,civilengineering_technical_score,civilengineering_total_score,communication_exception,communication_financial_score,communication_qualification,communication_rank,communication_technical_score,communication_total_score,date,dredging_exception,dredging_financial_score,dredging_qualification,dredging_rank,dredging_technical_score,dredging_total_score,electricity_exception,electricity_financial_score,electricity_qualification,electricity_rank,electricity_technical_score,electricity_total_score,firm_address,firm_id,firm_name,grout_exception,grout_financial_score,grout_qualification,grout_rank,grout_technical_score,grout_total_score,landscaping_exception,landscaping_financial_score,landscaping_qualification,landscaping_rank,landscaping_technical_score,landscaping_total_score,machinery_exception,machinery_financial_score,machinery_qualification,machinery_rank,machinery_technical_score,machinery_total_score,maintenance_exception,maintenance_financial_score,maintenance_qualification,maintenance_rank,maintenance_technical_score,maintenance_total_score,painting_exception,painting_financial_score,painting_qualification,painting_rank,painting_technical_score,painting_total_score,prefab_exception,prefab_financial_score,prefab_qualification,prefab_rank,prefab_technical_score,prefab_total_score,prestressed_exception,prestressed_financial_score,prestressed_qualification,prestressed_rank,prestressed_technical_score,prestressed_total_score,slope_exception,slope_financial_score,slope_qualification,slope_rank,slope_technical_score,slope_total_score,stakeout_exception,stakeout_financial_score,stakeout_qualification,stakeout_rank,stakeout_technical_score,stakeout_total_score,substation_exception,substation_financial_score,substation_qualification,substation_rank,substation_technical_score,substation_total_score,well_exception,well_financial_score,well_qualification,well_rank,well_technical_score,well_total_score,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_technical_score,woodenbuiliding_total_score
1742,,,,,,,,642,B,1032,0,642,,,,,,,,,,,,,,,,,,,,,,,,,松平　高義,,898,C,1367,0,898,,,,,,,20211201,,,,,,,,,,,,,富山県砺波市大辻７０５,5230001008270,（株）松榮技研,,,,,,,,,,,,,,,,,,,,755,○,1637,0,755,,642,○,924,0,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,,,,,,,,861,B,193,829,1690,,,,,,,,,,,,,,842,C,375,679,1521,,,,,,,坂田　幹夫,,898,C,813,675,1573,,,,,,,20211201,,,,,,,,,,,,,岡山県美作市栄町４－４,9260001020780,勝栄建設（株）,,,,,,,,729,○,434,0,729,,,,,,,,889,○,595,647,1536,,746,○,584,0,746,,,,,,,,,,,,,,877,○,133,1033,1910,,,,,,,,,,,,,,,,,,,,,,,,
1744,,,,,,,,637,B,1044,0,637,,805,○,370,0,805,,961,○,303,961,0,,939,C,126,1127,2066,,637,○,690,0,637,中尾　栄二,,1051,C,157,1306,2357,,,,,,,20211201,,637,○,532,0,637,,,,,,,福岡県福岡市博多区博多駅前１－５－１,3290001013845,松鶴建設（株）,,867,○,299,0,867,,,,,,,,,,,,,,1008,○,138,1214,2222,,667,○,866,0,667,,,,,,,,805,○,406,0,805,,867,○,628,0,867,,805,○,272,0,805,,,,,,,,,,,,,,,,,,
1745,,902,C,346,0,902,,724,B,781,0,724,,715,○,516,0,715,,,,,,,,715,C,1427,0,715,,719,○,502,0,719,渡辺　保則,,926,C,1307,0,926,,715,○,580,0,715,20211201,,715,○,354,0,715,,,,,,,広島県福山市御幸町中津原１６７８－１,3240001040712,（株）浄管センター,,818,○,373,0,818,,,,,,,,744,○,624,0,744,,837,○,1238,0,837,,,,,,,,,,,,,,787,○,445,0,787,,816,○,747,0,816,,,,,,,,,,,,,,,,,,,,,,,,
1746,,920,C,316,0,920,,1366,A,27,1421,2787,,898,○,92,764,1662,,1190,○,105,1190,0,,907,C,850,0,907,,1256,○,16,1296,2552,中村　智,,1358,C,45,1252,2610,,,,,,,20211201,,892,○,140,0,892,,,,,,,滋賀県大津市浜大津２－５－９,5160001000895,（株）昭建,,1151,○,85,0,1151,,892,○,234,0,892,,,,,,,,1154,○,88,1204,2358,,,,,,,,,,,,,,1089,○,121,0,1089,,1151,○,172,662,1813,,898,○,146,0,898,,,,,,,,,,,,,,,,,,
1747,,,,,,,,,,,,,,,,,,,,802,○,602,802,0,,803,C,1143,0,803,,,,,,,宇佐美　良二,,796,C,1717,0,796,,,,,,,20211201,,,,,,,,,,,,,静岡県富士市厚原３２８－２８,3080101008717,（株）正興,,,,,,,,,,,,,,,,,,,,,,,,,,914,○,38,993,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,庄司　昭彦,-01,690,C,2096,0,690,-01,647,○,672,0,647,20211201,,,,,,,-01,675,C,793,0,675,岡山県倉敷市連島町連島２１２８－３,6260001013655,（株）庄司建設,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,,,,,,,,,,,,,,,,,,,,,,,,,,551,C,1683,0,551,,,,,,,庄司　雅行,,528,C,2311,0,528,,,,,,,20211201,,,,,,,,,,,,,奈良県生駒市俵口町６９３－５,3150001007976,（株）庄司建装,,,,,,,,,,,,,,,,,,,,,,,,,,611,○,983,0,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,,,,,,,,,,,,,,,,,,,,,,,,,,980,C,701,0,980,,,,,,,正田　俊,,813,C,1654,0,813,,,,,,,20211201,,,,,,,,,,,,,広島県安芸郡海田町蟹原１－３－１５,3240001036371,正田建設（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,,710,C,915,0,710,,865,B,229,766,1631,,,,,,,,,,,,,,717,C,1417,0,717,,799,○,324,0,799,田村　淳治,,894,C,903,599,1493,,,,,,,20211201,,,,,,,,,,,,,鳥取県鳥取市国府町岡益２０,9270002002562,正田工業（有）,,,,,,,,,,,,,,,,,,,,803,○,1405,0,803,,705,○,738,0,705,,,,,,,,,,,,,,815,○,753,0,815,,,,,,,,,,,,,,,,,,,,,,,,
1752,,,,,,,,,,,,,,,,,,,,,,,,,,1052,C,635,0,1052,,,,,,,太田　光昭,,965,C,1236,0,965,,1100,○,269,0,1100,20211201,,,,,,,,1139,C,172,0,1139,東京都墨田区太平４－３－８,2010601008174,（株）昭電,,,,,,,,,,,,,,921,○,405,0,921,,977,○,917,0,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,○,269,0,977,,,,,,,,,,,,
1753,,,,,,,,746,B,333,533,1279,,648,○,608,0,648,,704,○,742,704,0,,661,C,1569,0,661,,701,○,565,0,701,大橋　美鈴,,751,C,975,644,1395,,,,,,,20211201,,,,,,,,,,,,,岡山県赤磐市町苅田４３８－２,3260001007800,（株）上道建設,,704,○,523,0,704,,,,,,,,,,,,,,741,○,1706,0,741,,,,,,,,,,,,,,682,○,622,0,682,,704,○,1034,0,704,,648,○,530,0,648,,,,,,,,,,,,,,648,○,731,0,648
1754,,,,,,,,,,,,,,1020,○,187,0,1020,,1022,○,222,1022,0,,865,C,961,0,865,,,,,,,堂上　雄一,,805,C,1686,0,805,,,,,,,20211201,,,,,,,,,,,,,大阪府大阪市阿倍野区阪南町１－３３－１０,1120001005539,上都建設（株）,,,,,,,,,,,,,,865,○,459,0,865,,844,○,1219,0,844,,737,○,609,0,737,,,,,,,,803,○,408,0,803,,803,○,789,0,803,,,,,,,,,,,,,,,,,,,,,,,,
1755,,870,C,407,0,870,,773,B,626,0,773,,,,,,,,,,,,,,793,C,1175,0,793,,,,,,,上田　啓,,980,C,643,754,1734,,,,,,,20211201,,813,○,177,0,813,,,,,,,京都府八幡市八幡軸６８番地７,1130001039511,（株）城南開発興業,,,,,,,,,,,,,,,,,,,,854,○,1185,0,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,,,,,,,,677,B,952,0,677,,749,○,462,0,749,,,,,,,,834,C,1045,0,834,,677,○,621,0,677,川上　春樹,,862,C,429,1056,1918,,,,,,,20211201,,677,○,464,0,677,,,,,,,島根県松江市学園南２－３－７,8280001000385,松友建設（株）,,778,○,429,0,778,,,,,,,,,,,,,,778,○,284,1214,1992,,,,,,,,707,○,368,0,707,,749,○,517,0,749,,778,○,858,0,778,,789,○,301,0,789,,,,,,,,,,,,,,762,○,546,0,762
1757,,,,,,,,711,B,824,0,711,,861,○,298,0,861,,907,○,399,907,0,,1064,C,194,864,1928,,711,○,529,0,711,今井　久晴,,1055,C,211,1189,2244,,,,,,,20211201,,777,○,217,0,777,,,,,,,島根県浜田市下府町３２７－４１,4280001004308,祥洋建設（株）,,907,○,245,0,907,,,,,,,,,,,,,,978,○,251,1063,2041,,711,○,707,0,711,,887,○,187,0,887,,920,○,218,0,920,,907,○,547,0,907,,861,○,195,0,861,,,,,,,,,,,,,,939,○,220,0,939
1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安達　好夫,,954,C,676,755,1709,,,,,,,20211201,,,,,,,,,,,,,島根県松江市下東川津町１５０－８,9280002001159,（株）松和,,,,,,,,,,,,,,,,,,,,858,○,1173,0,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,,739,C,805,0,739,,,,,,,,,,,,,,,,,,,,956,C,742,0,956,,,,,,,荒木　克之,,898,C,784,703,1601,,,,,,,20211201,,,,,,,,,,,,,島根県出雲市西郷町３３４－１,9280001003668,昭和開発工業（株）,,,,,,,,,,,,,,,,,,,,828,○,1278,0,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,○,21,724,1495,,822,○,428,0,822
1760,,,,,,,,,,,,,,,,,,,,,,,,,,787,C,342,817,1604,,,,,,,森田　正美,,691,C,1018,626,1317,,,,,,,20211201,,,,,,,,,,,,,鳥取県鳥取市安長２０６,2270001000342,（株）昭和工業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,,1129,C,98,0,1129,,,,,,,,1076,○,59,909,1985,,1307,○,60,1307,0,,,,,,,,,,,,,村瀬　大一郎,,1352,C,69,1197,2549,,,,,,,20211201,,,,,,,,,,,,,岐阜県岐阜市香蘭１－１,2200001002601,昭和コンクリート工業（株）,,,,,,,,,,,,,,,,,,,,1244,○,177,925,2169,,,,,,,,,,,,,,1446,○,13,1642,3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,卯之原　昇,,908,C,1344,0,908,,,,,,,20211201,,,,,,,,,,,,,東京都杉並区和泉４－４２－３３,6011301008543,（株）昭和造園,,,,,,,,1002,○,13,1163,2165,,,,,,,,926,○,988,0,926,,,,,,,,,,,,,,,,,,,,829,○,710,0,829,,,,,,,,,,,,,,,,,,,,,,,,
1763,,,,,,,,610,B,1080,0,610,,,,,,,,,,,,,,,,,,,,604,○,718,0,604,坂上　信明,,699,C,2071,0,699,,,,,,,20211201,,,,,,,,,,,,,大阪府大阪市淀川区宮原２－１２－１４－５１３,2120001055962,（株）昭和造園土木,,,,,,,,858,○,56,1045,1903,,,,,,,,697,○,471,1028,1725,,,,,,,,,,,,,,,,,,,,697,○,1045,0,697,,,,,,,,,,,,,,,,,,,,,,,,
1764,,1059,C,155,0,1059,,1050,B,371,0,1050,,1414,○,22,1402,2816,,1681,○,3,1681,0,,1484,C,391,0,1484,,993,○,103,0,993,岸本　達也,-02,1500,C,特,1362,2862,,,,,,,20211201,,,,,,,,,,,,,東京都中央区日本橋箱崎町７－８,2010001131980,ショーボンド建設（株）,,1380,○,43,0,1380,,,,,,,,,,,,,,1432,○,1,1843,3275,,1285,○,1,1292,2577,,,,,,,,1281,○,32,972,2253,,1311,○,36,916,2227,,,,,,,,,,,,,,,,,,,,,,,,
1765,,,,,,,,,,,,,,,,,,,,,,,,,,994,C,177,959,1953,,,,,,,川上　一三,,693,C,2089,0,693,,,,,,,20211201,,,,,,,,,,,,,東京都世田谷区船橋６－５－１９,7010901005791,（株）ジョスコム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,,,,,,,,,,,,,,,,,,,,,,,,,,1072,C,217,800,1872,,,,,,,白石　尚寛,,1115,C,102,1366,2481,,,,,,,20211201,,,,,,,,,,,,,愛媛県新居浜市久保田町３－９－２０,7500001018967,白石建設工業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,,,,,,,,989,B,391,0,989,,770,○,424,0,770,,935,○,353,935,0,,,,,,,,917,○,165,0,917,石橋　敬,,1113,C,296,985,2098,,,,,,,20211201,,1113,○,18,964,2077,,,,,,,福岡県北九州市若松区響町３－１－３３,1290801011942,（株）白海,,935,○,210,0,935,,,,,,,,,,,,,,935,○,978,0,935,,770,○,515,0,770,,,,,,,,882,○,273,0,882,,935,○,501,0,935,,770,○,331,0,770,,,,,,,,,,,,,,,,,,
1768,,982,B,98,841,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白上　誠治,,911,C,1336,0,911,,,,,,,20211201,,,,,,,,,,,,,山口県山口市惣太夫町４－５,3250001000293,（株）白上水道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,,,,,,,,593,B,1099,0,593,,598,○,635,0,598,,,,,,,,,,,,,,,,,,,丸山　建夫,,646,C,2194,0,646,,,,,,,20211201,,,,,,,,,,,,,大阪府大阪市天王寺区寺田町１－１－２ＴＣビル,1120001023755,白川園芸（株）,,,,,,,,777,○,330,0,777,,,,,,,,689,○,1929,0,689,,593,○,994,0,593,,,,,,,,,,,,,,633,○,1110,0,633,,,,,,,,,,,,,,,,,,,,,,,,
1770,,709,C,922,0,709,,623,B,1065,0,623,,663,○,595,0,663,,754,○,670,754,0,,836,C,1037,0,836,,623,○,704,0,623,高橋　良夫,,861,C,828,705,1566,,,,,,,20211201,,623,○,545,0,623,,,,,,,岡山県新見市正田４１５－４,3260001019168,白川土木（株）,,754,○,459,0,754,,,,,,,,,,,,,,794,○,1436,0,794,,,,,,,,722,○,346,0,722,,718,○,566,0,718,,809,○,777,0,809,,663,○,518,0,663,,,,,,,,,,,,,,738,○,591,0,738
1771,,,,,,,,804,B,561,0,804,,,,,,,,772,○,647,772,0,,899,C,864,0,899,,759,○,387,0,759,迫田　一弥,,866,C,1461,0,866,,,,,,,20211201,,,,,,,,,,,,,山口県大島郡周防大島町大字外入２０８１－１,4250001012809,白木産業（株）,,,,,,,,,,,,,,,,,,,,772,○,1548,0,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,○,481,0,794
1772,,,,,,,,682,B,938,0,682,,,,,,,,,,,,,,914,C,832,0,914,,,,,,,白田　信彦,,712,C,2029,0,712,,,,,,,20211201,,682,○,448,0,682,,,,,,,山口県岩国市通津２３２５－１３,9250001011418,白田建設（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,○,518,0,777
1773,,644,C,1104,0,644,,644,B,1026,0,644,,699,○,543,0,699,,,,,,,,704,C,1453,0,704,,644,○,680,0,644,小野　良一,,856,C,1494,0,856,,,,,,,20211201,,,,,,,,,,,,,愛媛県喜多郡内子町五百木１３７０,5500002011997,（有）慎栄建設,,750,○,463,0,750,,,,,,,,,,,,,,779,○,1510,0,779,,,,,,,,,,,,,,,,,,,,750,○,920,0,750,,,,,,,,,,,,,,,,,,,,704,○,655,0,704
1774,,,,,,,,,,,,,,,,,,,,,,,,,,875,C,154,1144,2019,,,,,,,新枝　博文,,735,C,1951,0,735,,,,,,,20211201,,,,,,,,,,,,,広島県広島市佐伯区海老山町５番１６号,3240001004477,（株）新枝建設,,,,,,,,621,○,594,0,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,,,,,,,,586,B,1103,0,586,,,,,,,,,,,,,,,,,,,,583,○,732,0,583,小川　和恵,,695,C,2082,0,695,,,,,,,20211201,,592,○,567,0,592,,,,,,,広島県呉市郷原野路の里１－３４－３２,8240001045343,真旺建設（株）,,,,,,,,,,,,,,,,,,,,694,○,1915,0,694,,,,,,,,,,,,,,,,,,,,627,○,1112,0,627,,,,,,,,,,,,,,,,,,,,,,,,
1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,塚原　義人,,940,C,1275,0,940,,,,,,,20211201,,,,,,,,,,,,,岡山県岡山市中区円山１５０番地,1260001003157,新岡山開発（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,○,744,0,818,,,,,,,,,,,,,,,,,,,,,,,,
1777,,771,C,674,0,771,,984,B,59,1123,2107,,,,,,,,1046,○,201,1046,0,,997,C,680,0,997,,967,○,120,0,967,正路　隆弘,,1098,C,275,1037,2135,,,,,,,20211201,,,,,,,,,,,,,広島県東広島市西条土与丸１－５－５５,6240001022609,シンクコンストラクション（株）,,,,,,,,,,,,,,,,,,,,1036,○,528,615,1651,,,,,,,,917,○,151,0,917,,,,,,,,1014,○,433,0,1014,,,,,,,,,,,,,,,,,,,,947,○,205,0,947
1778,,,,,,,,810,B,277,694,1504,,,,,,,,,,,,,,953,C,745,0,953,,,,,,,田中　俊行,,930,C,346,1100,2030,,,,,,,20211201,,,,,,,,,,,,,岡山県総社市総社３－１１－２４,1260001015920,（株）シンケン,,,,,,,,,,,,,,,,,,,,837,○,207,1274,2111,,,,,,,,,,,,,,,,,,,,776,○,860,0,776,,,,,,,,,,,,,,,,,,,,,,,,
1779,,,,,,,,,,,,,,,,,,,,,,,,,,805,C,1132,0,805,,,,,,,杉本　寛,,652,C,2180,0,652,,,,,,,20211201,,,,,,,,,,,,,京都府京都市伏見区中島秋ノ山町７５,1130001028209,（株）新建築,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,,,,,,,,,,,,,,,,,,,,831,○,531,831,0,,,,,,,,,,,,,松本　浩治,,743,C,1919,0,743,,,,,,,20211201,,,,,,,,,,,,,徳島県鳴門市撫養町南浜字東浜３４－１３,5480001005012,（株）シンコウ,,,,,,,,,,,,,,,,,,,,803,○,1401,0,803,,905,○,24,1051,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,,1341,A,62,1039,2380,,,,,,,,,,,,,,,,,,,,1435,C,407,0,1435,,,,,,,大浜　敬織,,1179,C,1075,0,1179,,921,○,348,0,921,20211201,,,,,,,,1206,C,154,0,1206,兵庫県神戸市中央区脇浜町１－４－７８,4140001008256,（株）神鋼環境ソリューション,,,,,,,,,,,,,,1466,○,24,1180,2646,,1141,○,804,0,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097,○,199,0,1097,,,,,,,,,,,,
1782,,,,,,,,874,B,474,0,874,,1024,○,183,0,1024,,1024,○,221,1024,0,,1096,C,594,0,1096,,862,○,231,0,862,前島　敏雄,,1106,C,291,1003,2109,,860,○,391,0,860,20211201,,,,,,,,1098,C,203,0,1098,神奈川県川崎市中原区市ノ坪１６０,2020001069493,信号器材（株）,,,,,,,,,,,,,,,,,,,,1239,○,300,737,1976,,1156,○,13,895,2051,,,,,,,,1024,○,139,0,1024,,,,,,,,,,,,,,961,○,276,0,961,,,,,,,,,,,,
1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,佐藤　隆,,1252,C,345,779,2031,,,,,,,20211201,,1112,○,78,0,1112,,,,,,,東京都千代田区神田司町２－２－７,1010001018642,信幸建設（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,,,,,,,,741,B,722,0,741,,,,,,,,,,,,,,,,,,,,,,,,,小原　康裕,,826,C,548,979,1805,,,,,,,20211201,,675,○,470,0,675,,,,,,,広島県呉市阿賀南１－６－６,7240001025957,新光建設（株）,,,,,,,,,,,,,,,,,,,,720,○,516,944,1664,,,,,,,,,,,,,,,,,,,,745,○,933,0,745,,,,,,,,,,,,,,,,,,,,,,,,
1785,,557,C,1192,0,557,,546,B,1123,0,546,,,,,,,,,,,,,,670,C,1547,0,670,,,,,,,立石　悦子,,612,C,2248,0,612,,,,,,,20211201,,,,,,,,546,C,888,0,546,広島県神石郡神石高原町上１２１０番地,6240002046094,（有）伸宏建設,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,,,,,,,,,,,,,,,,,,,,,,,,,,724,C,1388,0,724,,,,,,,田中　佳子,,758,C,889,744,1502,,,,,,,20211201,,,,,,,,,,,,,岡山県岡山市北区平山９０８－３,2260001003197,（株）伸行建設,,,,,,,,,,,,,,,,,,,,779,○,1508,0,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,,910,C,334,0,910,,1061,B,90,895,1956,,996,○,79,759,1755,-02,1018,○,224,1018,0,,1222,C,498,0,1222,,973,○,115,0,973,古谷　博司,,1183,C,85,1329,2512,,,,,,,20211201,,828,○,171,0,828,,1019,C,256,0,1019,山口県宇部市厚南中央２－１－１４,4250001003279,新光産業（株）,,,,,,,,823,○,277,0,823,,1201,○,64,1076,2277,,1156,○,74,1237,2393,,855,○,359,0,855,,1077,○,77,0,1077,,,,,,,,1102,○,27,1167,2269,,874,○,177,0,874,,927,○,302,0,927,,,,,,,,1054,○,136,0,1054
1788,,1003,C,208,0,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山田　嘉子,,798,C,1711,0,798,,,,,,,20211201,,,,,,,,,,,,,山口県防府市高倉１－２２－１９,7250001002030,新興設備（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,,,,,,,,824,B,531,0,824,,,,,,,,872,○,456,872,0,,,,,,,,,,,,,片寄　敏朗,,1013,C,364,993,2006,,,,,,,20211201,,,,,,,,,,,,,島根県松江市古志原六丁目十五番四十一号,2280001000366,（株）真幸土木,,872,○,290,0,872,,,,,,,,,,,,,,872,○,1108,0,872,,,,,,,,,,,,,,832,○,354,0,832,,872,○,614,0,872,,,,,,,,,,,,,,,,,,,,,,,,
1790,,677,B,158,823,1500,,568,B,1113,0,568,,,,,,,,,,,,,,,,,,,,568,○,739,0,568,山口　有一,,748,C,1898,0,748,,,,,,,20211201,,,,,,,,,,,,,大分県大分市向原西二丁目８－３０,7320001005125,（株）新興プラント工業,,,,,,,,,,,,,,700,○,726,0,700,,,,,,,,568,○,1011,0,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,,906,C,340,0,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,永見　泰幸,,956,C,1246,0,956,,,,,,,20211201,,,,,,,,,,,,,島根県出雲市白枝町８３９番地２,2280001003212,（株）シンコー工業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,,,,,,,,683,B,933,0,683,,,,,,,,643,○,788,643,0,,598,C,1654,0,598,,628,○,702,0,628,中塚　小織,,676,C,2133,0,676,,,,,,,20211201,,,,,,,,,,,,,岡山県倉敷市玉島阿賀崎２４７１－１,9260001027396,（株）シンコーポレーション,,,,,,,,,,,,,,,,,,,,699,○,1898,0,699,,,,,,,,,,,,,,,,,,,,640,○,1102,0,640,,,,,,,,,,,,,,,,,,,,597,○,763,0,597
1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,古市　光明,,675,C,2134,0,675,,749,○,518,0,749,20211201,,,,,,,,936,B,85,1248,2184,愛知県名古屋市中村区鈍池町２－４５,8190001017414,（株）シンコーワ,,,,,,,,,,,,,,,,,,,,825,○,510,843,1668,,650,○,907,0,650,,,,,,,,,,,,,,,,,,,,,,,,,,788,○,475,0,788,,,,,,,,,,,,
1794,,,,,,,,636,B,1048,0,636,,721,○,506,0,721,,,,,,,,,,,,,,639,○,686,0,639,増原　眞一,,857,C,825,711,1568,,,,,,,20211201,,,,,,,,,,,,,島根県松江市宍道町白石１４０８－７,1280001000912,宍道湖建設（株）,,,,,,,,636,○,585,0,636,,,,,,,,760,○,1610,0,760,,,,,,,,,,,,,,,,,,,,760,○,898,0,760,,,,,,,,,,,,,,,,,,,,721,○,622,0,721
1795,,,,,,,,867,B,485,0,867,,846,○,311,0,846,,,,,,,,1111,C,7,1261,2372,,852,○,250,0,852,小川　裕司,,1098,C,118,1345,2443,,,,,,,20211201,,749,○,265,0,749,,,,,,,高知県高知市九反田５－８,7490001001306,新進建設（株）,,936,○,208,0,936,,,,,,,,,,,,,,936,○,977,0,936,,,,,,,,916,○,154,0,916,,884,○,268,0,884,,936,○,500,0,936,,846,○,208,0,846,,,,,,,,,,,,,,916,○,249,0,916
1796,,1122,B,63,818,1940,,,,,,,,715,○,515,0,715,,,,,,,,715,C,1426,0,715,,,,,,,深田　修次,,867,C,1459,0,867,,715,○,579,0,715,20211201,,,,,,,,735,C,683,0,735,島根県松江市平成町１８２－３７,9280001000368,シンセイ技研（株）,,,,,,,,,,,,,,715,○,199,841,1556,,735,○,1739,0,735,,,,,,,,715,○,354,0,715,,,,,,,,,,,,,,,,,,,,735,○,539,0,735,,,,,,,,715,○,635,0,715
1797,,,,,,,,780,B,609,0,780,,,,,,,,,,,,,,722,C,1398,0,722,,,,,,,宮内　秀実,,792,C,1732,0,792,,,,,,,20211201,,,,,,,,,,,,,広島県広島市安芸区瀬野１－１３－２８－３,9240002013257,新生建設（有）,,,,,,,,,,,,,,,,,,,,698,○,1905,0,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,,,,,,,,,,,,,,,,,,,,,,,,,,793,C,1174,0,793,,,,,,,河村　秀樹,,696,C,2080,0,696,,,,,,,20211201,,,,,,,,,,,,,山口県宇部市大字善和２０７－８,8250001003283,新生建設（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,,,,,,,,,,,,,,,,,,,,,,,,,,733,C,1360,0,733,,633,○,695,0,633,伴　直城,,807,C,751,829,1636,,,,,,,20211201,,,,,,,,,,,,,鳥取県鳥取市国安貝柄池１６３番地,1270002004590,（有）信聖工業,,,,,,,,,,,,,,632,○,820,0,632,,716,○,1827,0,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734,○,594,0,734
