,firm_name,firm_id,prefecture,firm_size,surveying_rank,surveying_exception,buildingConsulting_rank,buildingConsulting_exception,civilEngineeringConsulting_rank,civilEngineeringConsulting_exception,geologicalSurvey_rank,geologicalSurvey_exception,compensationConsultanting_rank,compensationConsultanting_exception,date
1271,（株）トーアテック,4020001023936,神奈川県,中小企業, 561, ,,,1421, ,,, 337, ,20200101
1272,（株）十日町測量,9110001021158,新潟県,中小企業, 290, ,,,1432, ,,, 521, ,20200101
1273,（株）トーコー地質,4010501029806,東京都,中小企業, 889, ,,, 807, ,  80, ,,,20200101
1274,（株）トーコーテック,2010501029808,東京都,中小企業,1250, ,,, 389, ,,,,,20200101
1275,（株）ドーコン,5430001021765,北海道,大企業,  89, ,  61, ,  20, ,  33, ,  84, ,20200101
1276,（株）トーニチコンサルタント,4011001015552,東京都,大企業, 212, , 454, ,  49, , 225, ,,,20200101
1277,（株）都市環境設計,8120001039142,大阪府,中小企業,1213, ,  98, ,,,,,,,20200101
1278,（株）都市・計画・設計研究所,5140001003743,兵庫県,中小企業, 940, , 513, , 908, ,,,,,20200101
1279,都市再生調査事業（同）,5011305001223,東京都,中小企業,1278, ,,,1670, ,,, 799, ,20200101
1280,（株）都市整備技術研究所,3011101014463,東京都,中小企業, 707, ,,, 543, ,,,,,20200101
1281,土地家屋調査士法人コクド,6120005014424,大阪府,中小企業,1276, ,,,,,,, 832, ,20200101
1282,（株）トップエンジニア,9080001003754,静岡県,中小企業, 698, ,,,1178, ,,, 636, ,20200101
1283,（株）トップライズ,5110001007375,新潟県,大企業,  45, , 638, , 573, ,,, 735, ,20200101
1284,（株）トップラスター,5150001008849,奈良県,中小企業,1286, ,,,,,,,,,20200101
1285,（株）利根設計亊務所,4070001002290,群馬県,中小企業, 627, , 745, , 876, , 433, ,,,20200101
1286,（株）殿村,6080401003588,静岡県,中小企業,1141, ,1045, ,1324, , 765, , 815, ,20200101
1287,飛島建設（株）,8010001008703,東京都,中小企業, 671, , 160, , 408, , 131, ,,,20200101
1288,（株）土木管理総合試験所,8100001002184,長野県,大企業, 269, , 600, , 190, ,  45, , 254, ,20200101
1289,（株）土木技研,6400001001158,岩手県,中小企業, 119, ,,, 440, , 436, ,  94, ,20200101
1290,（株）冨永調査事務所,2070001007853,群馬県,中小企業,  75, , 847, , 381, , 202, ,  50, ,20200101
1291,（株）トライ,6200001024162,岐阜県,中小企業, 757, ,,,,,,, 726, ,20200101
1292,（株）ドラムエンジニアリング,5010001024760,東京都,中小企業,1198, ,,, 382, ,,,,,20200101
1293,（株）鳥越,7220001016818,石川県,中小企業, 516, , 784, ,1116, ,,, 220, ,20200101
1294,ワークエンジニアリング（株）,8130001023194,京都府,中小企業,1025, ,,,1163, ,,,,,20200101
1295,（有）ワイエムテック,7100002011301,長野県,中小企業,1263, ,,,,,,,,,20200101
1296,（株）ワイド,5100001020949,長野県,中小企業, 425, ,,, 681, ,,, 231, ,20200101
1297,（株）若鈴,7190001001229,三重県,中小企業, 175, , 946, , 363, , 643, , 663, ,20200101
1298,若鈴コンサルタンツ（株）,7180001027679,愛知県,大企業, 123, , 530, , 143, , 301, , 365, ,20200101
1299,若築建設（株）,6290801012011,東京都,大企業, 254, , 161, , 417, , 130, ,,,20200101
1300,和歌山航測（株）,4170001003733,和歌山県,中小企業, 306, ,,, 473, , 399, , 495, ,20200101
1301,和建技術（株）,1170001003612,和歌山県,中小企業, 853, , 876, , 474, , 389, , 555, ,20200101
1302,（株）和合コンサルタント,6190001010742,三重県,中小企業, 327, ,,, 412, , 590, , 535, ,20200101
1303,（株）ワコー,3290001010982,福岡県,中小企業,1234, ,,,,,,,,,20200101
1304,（有）和州測量設計事務所,3150002009518,奈良県,中小企業,1159, ,,,,,,,,,20200101
1305,（株）和田建築設計事務所,5380001023387,福島県,中小企業,1310, ,1025, ,1689, ,,,,,20200101
